Sample	Gene	Impact	CNV
PM0_Tissue_LM1_A--PM0_D11	GLTPD2		4.0
PM0_Tissue_LM1_A--PM0_D11	PSMB6		4.0
PM0_Tissue_LM1_A--PM0_D11	AC233723.1		4.0
PM0_Tissue_LM1_A--PM0_D11	PLD2		4.0
PM0_Tissue_LM1_A--PM0_D11	MINK1		4.0
PM0_Tissue_LM1_A--PM0_D11	ATP6V0CP1		4.0
PM0_Tissue_LM1_A--PM0_D11	RN7SL784P		4.0
PM0_Tissue_LM1_A--PM0_D11	CHRNE		4.0
PM0_Tissue_LM1_A--PM0_D11	C17orf107		4.0
PM0_Tissue_LM1_A--PM0_D11	GP1BA		4.0
PM0_Tissue_LM1_A--PM0_D11	SLC25A11		4.0
PM0_Tissue_LM1_A--PM0_D11	RNF167		4.0
PM0_Tissue_LM1_A--PM0_D11	PFN1		4.0
PM0_Tissue_LM1_A--PM0_D11	ENO3		4.0
PM0_Tissue_LM1_A--PM0_D11	SPAG7		4.0
PM0_Tissue_LM1_A--PM0_D11	CAMTA2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC004771.4		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR6864		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR6865		4.0
PM0_Tissue_LM1_A--PM0_D11	AC004771.2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC004771.5		4.0
PM0_Tissue_LM1_A--PM0_D11	AC004771.3		4.0
PM0_Tissue_LM1_A--PM0_D11	INCA1		4.0
PM0_Tissue_LM1_A--PM0_D11	KIF1C		4.0
PM0_Tissue_LM1_A--PM0_D11	AC004771.1		4.0
PM0_Tissue_LM1_A--PM0_D11	SLC52A1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC012146.2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC012146.3		4.0
PM0_Tissue_LM1_A--PM0_D11	ZFP3		4.0
PM0_Tissue_LM1_A--PM0_D11	ZNF232		4.0
PM0_Tissue_LM1_A--PM0_D11	AC012146.1		4.0
PM0_Tissue_LM1_A--PM0_D11	USP6		4.0
PM0_Tissue_LM1_A--PM0_D11	AC012146.4		4.0
PM0_Tissue_LM1_A--PM0_D11	ZNF594		4.0
PM0_Tissue_LM1_A--PM0_D11	AC087500.1		4.0
PM0_Tissue_LM1_A--PM0_D11	SCIMP		4.0
PM0_Tissue_LM1_A--PM0_D11	AC087500.2		4.0
PM0_Tissue_LM1_A--PM0_D11	RABEP1		4.0
PM0_Tissue_LM1_A--PM0_D11	NUP88		4.0
PM0_Tissue_LM1_A--PM0_D11	AC015727.1		4.0
PM0_Tissue_LM1_A--PM0_D11	RPAIN		4.0
PM0_Tissue_LM1_A--PM0_D11	AC004148.2		4.0
PM0_Tissue_LM1_A--PM0_D11	C1QBP		4.0
PM0_Tissue_LM1_A--PM0_D11	DHX33		4.0
PM0_Tissue_LM1_A--PM0_D11	AC004148.1		4.0
PM0_Tissue_LM1_A--PM0_D11	DERL2		4.0
PM0_Tissue_LM1_A--PM0_D11	MIS12		4.0
PM0_Tissue_LM1_A--PM0_D11	NLRP1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC055839.1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC006236.1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC007846.1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC007846.2		4.0
PM0_Tissue_LM1_A--PM0_D11	WSCD1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC104770.1		4.0
PM0_Tissue_LM1_A--PM0_D11	RNU6-1264P		4.0
PM0_Tissue_LM1_A--PM0_D11	BTF3P14		4.0
PM0_Tissue_LM1_A--PM0_D11	AIPL1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC055872.1		4.0
PM0_Tissue_LM1_A--PM0_D11	PIMREG		4.0
PM0_Tissue_LM1_A--PM0_D11	PITPNM3		4.0
PM0_Tissue_LM1_A--PM0_D11	KIAA0753		4.0
PM0_Tissue_LM1_A--PM0_D11	RNA5SP435		4.0
PM0_Tissue_LM1_A--PM0_D11	AC004706.3		4.0
PM0_Tissue_LM1_A--PM0_D11	TXNDC17		4.0
PM0_Tissue_LM1_A--PM0_D11	MED31		4.0
PM0_Tissue_LM1_A--PM0_D11	C17orf100		4.0
PM0_Tissue_LM1_A--PM0_D11	AC004706.1		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR4520-1		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR4520-2		4.0
PM0_Tissue_LM1_A--PM0_D11	ALOX15P1		4.0
PM0_Tissue_LM1_A--PM0_D11	SLC13A5		4.0
PM0_Tissue_LM1_A--PM0_D11	AC004706.2		4.0
PM0_Tissue_LM1_A--PM0_D11	RPL23AP73		4.0
PM0_Tissue_LM1_A--PM0_D11	XAF1		4.0
PM0_Tissue_LM1_A--PM0_D11	PRAL		4.0
PM0_Tissue_LM1_A--PM0_D11	FBXO39		4.0
PM0_Tissue_LM1_A--PM0_D11	TEKT1		4.0
PM0_Tissue_LM1_A--PM0_D11	ALOX12P2		4.0
PM0_Tissue_LM1_A--PM0_D11	ALOX12-AS1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC027763.1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC027763.2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC040977.2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC040977.1		4.0
PM0_Tissue_LM1_A--PM0_D11	ALOX12		4.0
PM0_Tissue_LM1_A--PM0_D11	RNASEK		4.0
PM0_Tissue_LM1_A--PM0_D11	RNASEK-C17orf49		4.0
PM0_Tissue_LM1_A--PM0_D11	C17orf49		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR497HG		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR195		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR497		4.0
PM0_Tissue_LM1_A--PM0_D11	BCL6B		4.0
PM0_Tissue_LM1_A--PM0_D11	SLC16A13		4.0
PM0_Tissue_LM1_A--PM0_D11	SLC16A11		4.0
PM0_Tissue_LM1_A--PM0_D11	AC120057.1		4.0
PM0_Tissue_LM1_A--PM0_D11	CLEC10A		4.0
PM0_Tissue_LM1_A--PM0_D11	ASGR2		4.0
PM0_Tissue_LM1_A--PM0_D11	RPL7AP64		4.0
PM0_Tissue_LM1_A--PM0_D11	ASGR1		4.0
PM0_Tissue_LM1_A--PM0_D11	DLG4		4.0
PM0_Tissue_LM1_A--PM0_D11	AC120057.4		4.0
PM0_Tissue_LM1_A--PM0_D11	ACADVL		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR324		4.0
PM0_Tissue_LM1_A--PM0_D11	DVL2		4.0
PM0_Tissue_LM1_A--PM0_D11	PHF23		4.0
PM0_Tissue_LM1_A--PM0_D11	GABARAP		4.0
PM0_Tissue_LM1_A--PM0_D11	AC120057.2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC120057.3		4.0
PM0_Tissue_LM1_A--PM0_D11	CTDNEP1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC003688.1		4.0
PM0_Tissue_LM1_A--PM0_D11	ELP5		4.0
PM0_Tissue_LM1_A--PM0_D11	CLDN7		4.0
PM0_Tissue_LM1_A--PM0_D11	SLC2A4		4.0
PM0_Tissue_LM1_A--PM0_D11	AC003688.2		4.0
PM0_Tissue_LM1_A--PM0_D11	YBX2		4.0
PM0_Tissue_LM1_A--PM0_D11	EIF5A		4.0
PM0_Tissue_LM1_A--PM0_D11	GPS2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC026954.2		4.0
PM0_Tissue_LM1_A--PM0_D11	NEURL4		4.0
PM0_Tissue_LM1_A--PM0_D11	AC026954.1		4.0
PM0_Tissue_LM1_A--PM0_D11	ACAP1		4.0
PM0_Tissue_LM1_A--PM0_D11	KCTD11		4.0
PM0_Tissue_LM1_A--PM0_D11	AC026954.3		4.0
PM0_Tissue_LM1_A--PM0_D11	TMEM95		4.0
PM0_Tissue_LM1_A--PM0_D11	TNK1		4.0
PM0_Tissue_LM1_A--PM0_D11	PLSCR3		4.0
PM0_Tissue_LM1_A--PM0_D11	TMEM256-PLSCR3		4.0
PM0_Tissue_LM1_A--PM0_D11	TMEM256		4.0
PM0_Tissue_LM1_A--PM0_D11	NLGN2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC113189.2		4.0
PM0_Tissue_LM1_A--PM0_D11	SPEM1		4.0
PM0_Tissue_LM1_A--PM0_D11	SPEM2		4.0
PM0_Tissue_LM1_A--PM0_D11	SPEM3		4.0
PM0_Tissue_LM1_A--PM0_D11	TMEM102		4.0
PM0_Tissue_LM1_A--PM0_D11	AC113189.1		4.0
PM0_Tissue_LM1_A--PM0_D11	FGF11		4.0
PM0_Tissue_LM1_A--PM0_D11	AC113189.3		4.0
PM0_Tissue_LM1_A--PM0_D11	AC113189.4		4.0
PM0_Tissue_LM1_A--PM0_D11	CHRNB1		4.0
PM0_Tissue_LM1_A--PM0_D11	ZBTB4		4.0
PM0_Tissue_LM1_A--PM0_D11	SLC35G6		4.0
PM0_Tissue_LM1_A--PM0_D11	POLR2A		4.0
PM0_Tissue_LM1_A--PM0_D11	TNFSF12		4.0
PM0_Tissue_LM1_A--PM0_D11	TNFSF12-TNFSF13		4.0
PM0_Tissue_LM1_A--PM0_D11	AC016876.3		4.0
PM0_Tissue_LM1_A--PM0_D11	TNFSF13		4.0
PM0_Tissue_LM1_A--PM0_D11	SENP3		4.0
PM0_Tissue_LM1_A--PM0_D11	SENP3-EIF4A1		4.0
PM0_Tissue_LM1_A--PM0_D11	EIF4A1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC016876.2		4.0
PM0_Tissue_LM1_A--PM0_D11	SNORA48		4.0
PM0_Tissue_LM1_A--PM0_D11	SNORD10		4.0
PM0_Tissue_LM1_A--PM0_D11	SNORA67		4.0
PM0_Tissue_LM1_A--PM0_D11	CD68		4.0
PM0_Tissue_LM1_A--PM0_D11	AC016876.1		4.0
PM0_Tissue_LM1_A--PM0_D11	MPDU1		4.0
PM0_Tissue_LM1_A--PM0_D11	SOX15		4.0
PM0_Tissue_LM1_A--PM0_D11	FXR2		4.0
PM0_Tissue_LM1_A--PM0_D11	SHBG		4.0
PM0_Tissue_LM1_A--PM0_D11	SAT2		4.0
PM0_Tissue_LM1_A--PM0_D11	ATP1B2		4.0
PM0_Tissue_LM1_A--PM0_D11	WRAP53		2.0
PM0_Tissue_LM1_A--PM0_D11	EFNB3		2.0
PM0_Tissue_LM1_A--PM0_D11	DNAH2		2.0
PM0_Tissue_LM1_A--PM0_D11	RPL29P2		2.0
PM0_Tissue_LM1_A--PM0_D11	KDM6B		2.0
PM0_Tissue_LM1_A--PM0_D11	TMEM88		2.0
PM0_Tissue_LM1_A--PM0_D11	NAA38		2.0
PM0_Tissue_LM1_A--PM0_D11	CYB5D1		2.0
PM0_Tissue_LM1_A--PM0_D11	AC104581.4		2.0
PM0_Tissue_LM1_A--PM0_D11	CHD3		2.0
PM0_Tissue_LM1_A--PM0_D11	SCARNA21		2.0
PM0_Tissue_LM1_A--PM0_D11	RNF227		2.0
PM0_Tissue_LM1_A--PM0_D11	KCNAB3		2.0
PM0_Tissue_LM1_A--PM0_D11	AC104581.2		2.0
PM0_Tissue_LM1_A--PM0_D11	TRAPPC1		2.0
PM0_Tissue_LM1_A--PM0_D11	CNTROB		2.0
PM0_Tissue_LM1_A--PM0_D11	AC104581.1		2.0
PM0_Tissue_LM1_A--PM0_D11	GUCY2D		2.0
PM0_Tissue_LM1_A--PM0_D11	AC104581.3		2.0
PM0_Tissue_LM1_A--PM0_D11	ALOX15B		2.0
PM0_Tissue_LM1_A--PM0_D11	AC129492.2		2.0
PM0_Tissue_LM1_A--PM0_D11	AC129492.6		3.0
PM0_Tissue_LM1_A--PM0_D11	ALOX12B		3.0
PM0_Tissue_LM1_A--PM0_D11	AC129492.1		3.0
PM0_Tissue_LM1_A--PM0_D11	MIR4314		3.0
PM0_Tissue_LM1_A--PM0_D11	ALOXE3		3.0
PM0_Tissue_LM1_A--PM0_D11	HES7		3.0
PM0_Tissue_LM1_A--PM0_D11	PER1		3.0
PM0_Tissue_LM1_A--PM0_D11	MIR6883		3.0
PM0_Tissue_LM1_A--PM0_D11	AC129492.3		3.0
PM0_Tissue_LM1_A--PM0_D11	VAMP2		3.0
PM0_Tissue_LM1_A--PM0_D11	TMEM107		3.0
PM0_Tissue_LM1_A--PM0_D11	SNORD118		3.0
PM0_Tissue_LM1_A--PM0_D11	AC129492.4		3.0
PM0_Tissue_LM1_A--PM0_D11	MIR4521		3.0
PM0_Tissue_LM1_A--PM0_D11	BORCS6		3.0
PM0_Tissue_LM1_A--PM0_D11	AC129492.7		3.0
PM0_Tissue_LM1_A--PM0_D11	AC129492.5		3.0
PM0_Tissue_LM1_A--PM0_D11	AURKB		3.0
PM0_Tissue_LM1_A--PM0_D11	LINC00324		3.0
PM0_Tissue_LM1_A--PM0_D11	CTC1		3.0
PM0_Tissue_LM1_A--PM0_D11	PFAS		3.0
PM0_Tissue_LM1_A--PM0_D11	AC135178.5		3.0
PM0_Tissue_LM1_A--PM0_D11	SLC25A35		3.0
PM0_Tissue_LM1_A--PM0_D11	RANGRF		3.0
PM0_Tissue_LM1_A--PM0_D11	AC135178.6		3.0
PM0_Tissue_LM1_A--PM0_D11	ARHGEF15		3.0
PM0_Tissue_LM1_A--PM0_D11	AC135178.1		3.0
PM0_Tissue_LM1_A--PM0_D11	RF00265		3.0
PM0_Tissue_LM1_A--PM0_D11	AC135178.4		3.0
PM0_Tissue_LM1_A--PM0_D11	ODF4		3.0
PM0_Tissue_LM1_A--PM0_D11	AC135178.3		3.0
PM0_Tissue_LM1_A--PM0_D11	KRBA2		3.0
PM0_Tissue_LM1_A--PM0_D11	AC135178.2		3.0
PM0_Tissue_LM1_A--PM0_D11	RPL26		3.0
PM0_Tissue_LM1_A--PM0_D11	RNF222		3.0
PM0_Tissue_LM1_A--PM0_D11	NDEL1		3.0
PM0_Tissue_LM1_A--PM0_D11	MYH10		3.0
PM0_Tissue_LM1_A--PM0_D11	RNU7-43P		3.0
PM0_Tissue_LM1_A--PM0_D11	PPIAP52		3.0
PM0_Tissue_LM1_A--PM0_D11	AC025518.1		3.0
PM0_Tissue_LM1_A--PM0_D11	CCDC42		3.0
PM0_Tissue_LM1_A--PM0_D11	SPDYE4		3.0
PM0_Tissue_LM1_A--PM0_D11	AC023389.2		6.0
PM0_Tissue_LM1_A--PM0_D11	RPL9P30		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104982.1		6.0
PM0_Tissue_LM1_A--PM0_D11	EFCAB5		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104982.2		6.0
PM0_Tissue_LM1_A--PM0_D11	RNY4P13		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104996.3		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104996.1		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104996.2		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104984.2		6.0
PM0_Tissue_LM1_A--PM0_D11	NSRP1		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104984.5		6.0
PM0_Tissue_LM1_A--PM0_D11	MIR423		6.0
PM0_Tissue_LM1_A--PM0_D11	MIR3184		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104984.3		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104984.6		6.0
PM0_Tissue_LM1_A--PM0_D11	SLC6A4		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104984.1		6.0
PM0_Tissue_LM1_A--PM0_D11	AC104984.4		6.0
PM0_Tissue_LM1_A--PM0_D11	BLMH		6.0
PM0_Tissue_LM1_A--PM0_D11	RNU6-1267P		6.0
PM0_Tissue_LM1_A--PM0_D11	TMIGD1		6.0
PM0_Tissue_LM1_A--PM0_D11	RNU6-990P		6.0
PM0_Tissue_LM1_A--PM0_D11	ARL2BPP8		4.0
PM0_Tissue_LM1_A--PM0_D11	RN7SKP14		4.0
PM0_Tissue_LM1_A--PM0_D11	RNA5SP461		3.0
PM0_Tissue_LM1_A--PM0_D11	LINC01029		3.0
PM0_Tissue_LM1_A--PM0_D11	AC134978.1		3.0
PM0_Tissue_LM1_A--PM0_D11	RNU6-655P		3.0
PM0_Tissue_LM1_A--PM0_D11	AC107892.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC087399.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC012572.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC044873.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC091027.2		5.0
PM0_Tissue_LM1_A--PM0_D11	AC091027.1		5.0
PM0_Tissue_LM1_A--PM0_D11	LINC01896		5.0
PM0_Tissue_LM1_A--PM0_D11	SALL3		5.0
PM0_Tissue_LM1_A--PM0_D11	ATP9B		5.0
PM0_Tissue_LM1_A--PM0_D11	AC099689.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC125437.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC125437.2		5.0
PM0_Tissue_LM1_A--PM0_D11	AC104423.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC023090.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC023090.2		5.0
PM0_Tissue_LM1_A--PM0_D11	NFATC1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC018445.3		5.0
PM0_Tissue_LM1_A--PM0_D11	AC018445.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC018445.4		5.0
PM0_Tissue_LM1_A--PM0_D11	AC018445.2		5.0
PM0_Tissue_LM1_A--PM0_D11	AC068473.3		5.0
PM0_Tissue_LM1_A--PM0_D11	AC068473.4		5.0
PM0_Tissue_LM1_A--PM0_D11	AC068473.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC068473.5		5.0
PM0_Tissue_LM1_A--PM0_D11	CTDP1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC068473.2		5.0
PM0_Tissue_LM1_A--PM0_D11	AC021594.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC021594.2		5.0
PM0_Tissue_LM1_A--PM0_D11	KCNG2		5.0
PM0_Tissue_LM1_A--PM0_D11	AC114341.1		5.0
PM0_Tissue_LM1_A--PM0_D11	PQLC1		5.0
PM0_Tissue_LM1_A--PM0_D11	HSBP1L1		5.0
PM0_Tissue_LM1_A--PM0_D11	TXNL4A		5.0
PM0_Tissue_LM1_A--PM0_D11	AC090360.1		5.0
PM0_Tissue_LM1_A--PM0_D11	RBFA		5.0
PM0_Tissue_LM1_A--PM0_D11	RBFADN		5.0
PM0_Tissue_LM1_A--PM0_D11	SLC25A6P4		5.0
PM0_Tissue_LM1_A--PM0_D11	ADNP2		5.0
PM0_Tissue_LM1_A--PM0_D11	PARD6G-AS1		5.0
PM0_Tissue_LM1_A--PM0_D11	PARD6G		5.0
PM0_Tissue_LM1_A--PM0_D11	AC139100.2		5.0
PM0_Tissue_LM1_A--PM0_D11	AC139100.1		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF557		7.0
PM0_Tissue_LM1_A--PM0_D11	AC119396.1		7.0
PM0_Tissue_LM1_A--PM0_D11	AC119396.2		7.0
PM0_Tissue_LM1_A--PM0_D11	PEX11G		5.0
PM0_Tissue_LM1_A--PM0_D11	TEX45		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008878.1		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF358		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008878.4		5.0
PM0_Tissue_LM1_A--PM0_D11	MCOLN1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008878.2		5.0
PM0_Tissue_LM1_A--PM0_D11	PNPLA6		5.0
PM0_Tissue_LM1_A--PM0_D11	CAMSAP3		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR6792		5.0
PM0_Tissue_LM1_A--PM0_D11	XAB2		5.0
PM0_Tissue_LM1_A--PM0_D11	PET100		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008763.2		5.0
PM0_Tissue_LM1_A--PM0_D11	PCP2		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008763.1		5.0
PM0_Tissue_LM1_A--PM0_D11	STXBP2		5.0
PM0_Tissue_LM1_A--PM0_D11	RPS27AP19		5.0
PM0_Tissue_LM1_A--PM0_D11	RETN		5.0
PM0_Tissue_LM1_A--PM0_D11	MCEMP1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008763.3		5.0
PM0_Tissue_LM1_A--PM0_D11	TRAPPC5		5.0
PM0_Tissue_LM1_A--PM0_D11	FCER2		5.0
PM0_Tissue_LM1_A--PM0_D11	CLEC4G		5.0
PM0_Tissue_LM1_A--PM0_D11	RPL21P129		8.0
PM0_Tissue_LM1_A--PM0_D11	CLEC4M		8.0
PM0_Tissue_LM1_A--PM0_D11	CLEC4GP1		8.0
PM0_Tissue_LM1_A--PM0_D11	EXOSC3P2		8.0
PM0_Tissue_LM1_A--PM0_D11	EVI5L		8.0
PM0_Tissue_LM1_A--PM0_D11	PRR36		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010336.3		8.0
PM0_Tissue_LM1_A--PM0_D11	LYPLA2P2		8.0
PM0_Tissue_LM1_A--PM0_D11	RNA5SP463		8.0
PM0_Tissue_LM1_A--PM0_D11	LRRC8E		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010336.1		8.0
PM0_Tissue_LM1_A--PM0_D11	MAP2K7		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010336.4		8.0
PM0_Tissue_LM1_A--PM0_D11	TGFBR3L		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010336.2		8.0
PM0_Tissue_LM1_A--PM0_D11	SNAPC2		8.0
PM0_Tissue_LM1_A--PM0_D11	CTXN1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010336.5		8.0
PM0_Tissue_LM1_A--PM0_D11	TIMM44		8.0
PM0_Tissue_LM1_A--PM0_D11	ELAVL1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010336.6		8.0
PM0_Tissue_LM1_A--PM0_D11	AC008946.1		8.0
PM0_Tissue_LM1_A--PM0_D11	CCL25		8.0
PM0_Tissue_LM1_A--PM0_D11	AC022146.1		5.0
PM0_Tissue_LM1_A--PM0_D11	CERS4		5.0
PM0_Tissue_LM1_A--PM0_D11	AC022146.2		5.0
PM0_Tissue_LM1_A--PM0_D11	CD320		5.0
PM0_Tissue_LM1_A--PM0_D11	AC010323.1		5.0
PM0_Tissue_LM1_A--PM0_D11	NDUFA7		5.0
PM0_Tissue_LM1_A--PM0_D11	RPS28		5.0
PM0_Tissue_LM1_A--PM0_D11	KANK3		5.0
PM0_Tissue_LM1_A--PM0_D11	AC010323.2		5.0
PM0_Tissue_LM1_A--PM0_D11	ANGPTL4		5.0
PM0_Tissue_LM1_A--PM0_D11	RAB11B-AS1		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR4999		5.0
PM0_Tissue_LM1_A--PM0_D11	RAB11B		5.0
PM0_Tissue_LM1_A--PM0_D11	AC136469.2		7.0
PM0_Tissue_LM1_A--PM0_D11	HNRNPM		7.0
PM0_Tissue_LM1_A--PM0_D11	PRAM1		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF414		7.0
PM0_Tissue_LM1_A--PM0_D11	MYO1F		7.0
PM0_Tissue_LM1_A--PM0_D11	AC092316.1		7.0
PM0_Tissue_LM1_A--PM0_D11	ADAMTS10		7.0
PM0_Tissue_LM1_A--PM0_D11	AC130469.1		7.0
PM0_Tissue_LM1_A--PM0_D11	LINC01862		7.0
PM0_Tissue_LM1_A--PM0_D11	AC243312.1		7.0
PM0_Tissue_LM1_A--PM0_D11	AC243312.2		7.0
PM0_Tissue_LM1_A--PM0_D11	ACTL9		7.0
PM0_Tissue_LM1_A--PM0_D11	OR2Z1		7.0
PM0_Tissue_LM1_A--PM0_D11	RPL23AP78		7.0
PM0_Tissue_LM1_A--PM0_D11	AC012616.1		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF558		7.0
PM0_Tissue_LM1_A--PM0_D11	AC008734.1		7.0
PM0_Tissue_LM1_A--PM0_D11	MBD3L1		7.0
PM0_Tissue_LM1_A--PM0_D11	AC008734.2		7.0
PM0_Tissue_LM1_A--PM0_D11	MUC16		7.0
PM0_Tissue_LM1_A--PM0_D11	BOLA3P2		7.0
PM0_Tissue_LM1_A--PM0_D11	OR1M4P		7.0
PM0_Tissue_LM1_A--PM0_D11	OR1M1		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7G2		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7G1		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7G15P		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7G3		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF317		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7D2		7.0
PM0_Tissue_LM1_A--PM0_D11	ELOCP29		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7E16P		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7E25P		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7D4		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7D1P		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7E24		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7E18P		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7E19P		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7H1P		7.0
PM0_Tissue_LM1_A--PM0_D11	AC011451.1		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF699		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF559		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF559-ZNF177		7.0
PM0_Tissue_LM1_A--PM0_D11	AC011451.2		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF177		7.0
PM0_Tissue_LM1_A--PM0_D11	AC011451.3		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF266		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF560		7.0
PM0_Tissue_LM1_A--PM0_D11	AC008567.2		7.0
PM0_Tissue_LM1_A--PM0_D11	AC008567.1		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF426		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF426-DT		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF121		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF561		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF561-AS1		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF562		7.0
PM0_Tissue_LM1_A--PM0_D11	RPS4XP22		4.0
PM0_Tissue_LM1_A--PM0_D11	ZNF812P		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008759.3		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008759.1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008759.2		4.0
PM0_Tissue_LM1_A--PM0_D11	ZNF846		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008752.3		4.0
PM0_Tissue_LM1_A--PM0_D11	UBE2L4		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008752.1		4.0
PM0_Tissue_LM1_A--PM0_D11	FBXL12		4.0
PM0_Tissue_LM1_A--PM0_D11	RPL10P15		4.0
PM0_Tissue_LM1_A--PM0_D11	UBL5		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008752.2		4.0
PM0_Tissue_LM1_A--PM0_D11	PIN1		4.0
PM0_Tissue_LM1_A--PM0_D11	OLFM2		4.0
PM0_Tissue_LM1_A--PM0_D11	COL5A3		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008742.1		4.0
