Sample	Gene	Impact	CNV
PM0_Tissue_LM1_A--PM0_D11	RDH8		4.0
PM0_Tissue_LM1_A--PM0_D11	C3P1		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR5589		4.0
PM0_Tissue_LM1_A--PM0_D11	C19orf66		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020931.1		4.0
PM0_Tissue_LM1_A--PM0_D11	ANGPTL6		4.0
PM0_Tissue_LM1_A--PM0_D11	PPAN-P2RY11		4.0
PM0_Tissue_LM1_A--PM0_D11	PPAN		4.0
PM0_Tissue_LM1_A--PM0_D11	SNORD105		4.0
PM0_Tissue_LM1_A--PM0_D11	SNORD105B		4.0
PM0_Tissue_LM1_A--PM0_D11	P2RY11		4.0
PM0_Tissue_LM1_A--PM0_D11	EIF3G		4.0
PM0_Tissue_LM1_A--PM0_D11	DNMT1		4.0
PM0_Tissue_LM1_A--PM0_D11	S1PR2		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR4322		4.0
PM0_Tissue_LM1_A--PM0_D11	MRPL4		4.0
PM0_Tissue_LM1_A--PM0_D11	AC011511.2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC011511.3		4.0
PM0_Tissue_LM1_A--PM0_D11	ICAM1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC011511.5		4.0
PM0_Tissue_LM1_A--PM0_D11	ICAM4		4.0
PM0_Tissue_LM1_A--PM0_D11	ICAM5		4.0
PM0_Tissue_LM1_A--PM0_D11	ZGLP1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC011511.1		4.0
PM0_Tissue_LM1_A--PM0_D11	FDX2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC011511.4		4.0
PM0_Tissue_LM1_A--PM0_D11	RAVER1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC114271.1		4.0
PM0_Tissue_LM1_A--PM0_D11	ICAM3		4.0
PM0_Tissue_LM1_A--PM0_D11	TYK2		4.0
PM0_Tissue_LM1_A--PM0_D11	CDC37		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR1181		4.0
PM0_Tissue_LM1_A--PM0_D11	KEAP1		7.0
PM0_Tissue_LM1_A--PM0_D11	AC011461.1		7.0
PM0_Tissue_LM1_A--PM0_D11	S1PR5		7.0
PM0_Tissue_LM1_A--PM0_D11	ATG4D		7.0
PM0_Tissue_LM1_A--PM0_D11	RNU7-140P		7.0
PM0_Tissue_LM1_A--PM0_D11	MIR1238		7.0
PM0_Tissue_LM1_A--PM0_D11	KRI1		7.0
PM0_Tissue_LM1_A--PM0_D11	CDKN2D		7.0
PM0_Tissue_LM1_A--PM0_D11	AC011475.1		10.0
PM0_Tissue_LM1_A--PM0_D11	SLC44A2		10.0
PM0_Tissue_LM1_A--PM0_D11	ILF3-DT		10.0
PM0_Tissue_LM1_A--PM0_D11	ILF3		10.0
PM0_Tissue_LM1_A--PM0_D11	QTRT1		10.0
PM0_Tissue_LM1_A--PM0_D11	MIR638		10.0
PM0_Tissue_LM1_A--PM0_D11	MIR4748		10.0
PM0_Tissue_LM1_A--PM0_D11	MIR199A1		10.0
PM0_Tissue_LM1_A--PM0_D11	MIR6793		10.0
PM0_Tissue_LM1_A--PM0_D11	TMED1		11.0
PM0_Tissue_LM1_A--PM0_D11	C19orf38		11.0
PM0_Tissue_LM1_A--PM0_D11	AC007229.1		11.0
PM0_Tissue_LM1_A--PM0_D11	CARM1		11.0
PM0_Tissue_LM1_A--PM0_D11	YIPF2		11.0
PM0_Tissue_LM1_A--PM0_D11	TIMM29		11.0
PM0_Tissue_LM1_A--PM0_D11	SMARCA4		11.0
PM0_Tissue_LM1_A--PM0_D11	AC011442.1		11.0
PM0_Tissue_LM1_A--PM0_D11	RN7SL192P		11.0
PM0_Tissue_LM1_A--PM0_D11	LDLR		11.0
PM0_Tissue_LM1_A--PM0_D11	MIR6886		11.0
PM0_Tissue_LM1_A--PM0_D11	SPC24		11.0
PM0_Tissue_LM1_A--PM0_D11	KANK2		11.0
PM0_Tissue_LM1_A--PM0_D11	AC011472.5		11.0
PM0_Tissue_LM1_A--PM0_D11	AC011472.4		4.0
PM0_Tissue_LM1_A--PM0_D11	TSPAN16		5.0
PM0_Tissue_LM1_A--PM0_D11	AC011472.2		5.0
PM0_Tissue_LM1_A--PM0_D11	RAB3D		5.0
PM0_Tissue_LM1_A--PM0_D11	AC011472.3		5.0
PM0_Tissue_LM1_A--PM0_D11	TMEM205		5.0
PM0_Tissue_LM1_A--PM0_D11	CCDC159		5.0
PM0_Tissue_LM1_A--PM0_D11	PLPPR2		5.0
PM0_Tissue_LM1_A--PM0_D11	AC024575.1		5.0
PM0_Tissue_LM1_A--PM0_D11	SWSAP1		5.0
PM0_Tissue_LM1_A--PM0_D11	EPOR		5.0
PM0_Tissue_LM1_A--PM0_D11	RGL3		5.0
PM0_Tissue_LM1_A--PM0_D11	CCDC151		5.0
PM0_Tissue_LM1_A--PM0_D11	PRKCSH		5.0
PM0_Tissue_LM1_A--PM0_D11	ELAVL3		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR7974		8.0
PM0_Tissue_LM1_A--PM0_D11	RN7SL833P		11.0
PM0_Tissue_LM1_A--PM0_D11	AC008481.2		11.0
PM0_Tissue_LM1_A--PM0_D11	AC008481.1		11.0
PM0_Tissue_LM1_A--PM0_D11	CNN1		11.0
PM0_Tissue_LM1_A--PM0_D11	ELOF1		11.0
PM0_Tissue_LM1_A--PM0_D11	ZNF627		11.0
PM0_Tissue_LM1_A--PM0_D11	ACP5		11.0
PM0_Tissue_LM1_A--PM0_D11	GAPDHP76		11.0
PM0_Tissue_LM1_A--PM0_D11	AC008543.1		10.0
PM0_Tissue_LM1_A--PM0_D11	ZNF887P		10.0
PM0_Tissue_LM1_A--PM0_D11	HNRNPA1P10		10.0
PM0_Tissue_LM1_A--PM0_D11	ZNF833P		10.0
PM0_Tissue_LM1_A--PM0_D11	ZNF823		10.0
PM0_Tissue_LM1_A--PM0_D11	AC008543.3		10.0
PM0_Tissue_LM1_A--PM0_D11	AC008543.2		10.0
PM0_Tissue_LM1_A--PM0_D11	ZNF441		10.0
PM0_Tissue_LM1_A--PM0_D11	AC008543.5		10.0
PM0_Tissue_LM1_A--PM0_D11	ZNF491		10.0
PM0_Tissue_LM1_A--PM0_D11	ZNF440		10.0
PM0_Tissue_LM1_A--PM0_D11	AC008543.4		10.0
PM0_Tissue_LM1_A--PM0_D11	ZNF439		10.0
PM0_Tissue_LM1_A--PM0_D11	AC020951.1		10.0
PM0_Tissue_LM1_A--PM0_D11	ZNF69		10.0
PM0_Tissue_LM1_A--PM0_D11	ZNF700		10.0
PM0_Tissue_LM1_A--PM0_D11	AC008770.3		10.0
PM0_Tissue_LM1_A--PM0_D11	ZNF763		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF433-AS1		5.0
PM0_Tissue_LM1_A--PM0_D11	RNA5SP464		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF433		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008770.1		5.0
PM0_Tissue_LM1_A--PM0_D11	RNA5SP465		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF878		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF844		5.0
PM0_Tissue_LM1_A--PM0_D11	RNA5SP466		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF788P		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF20		5.0
PM0_Tissue_LM1_A--PM0_D11	RSL24D1P8		5.0
PM0_Tissue_LM1_A--PM0_D11	RNA5SP467		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF625-ZNF20		5.0
PM0_Tissue_LM1_A--PM0_D11	AC022415.1		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF625		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF136		5.0
PM0_Tissue_LM1_A--PM0_D11	AC012618.3		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF44		5.0
PM0_Tissue_LM1_A--PM0_D11	AC012618.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC012618.2		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF563		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF442		5.0
PM0_Tissue_LM1_A--PM0_D11	RPS29P23		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008758.4		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008758.3		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF799		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008758.5		5.0
PM0_Tissue_LM1_A--PM0_D11	ZNF443		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008758.6		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008758.2		5.0
PM0_Tissue_LM1_A--PM0_D11	MTND2P40		8.0
PM0_Tissue_LM1_A--PM0_D11	MTCO1P27		8.0
PM0_Tissue_LM1_A--PM0_D11	MTCO2P27		8.0
PM0_Tissue_LM1_A--PM0_D11	MTATP6P27		8.0
PM0_Tissue_LM1_A--PM0_D11	PPIAP20		8.0
PM0_Tissue_LM1_A--PM0_D11	ZNF564		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010422.6		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010422.4		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010422.1		8.0
PM0_Tissue_LM1_A--PM0_D11	PGK1P2		8.0
PM0_Tissue_LM1_A--PM0_D11	ZNF490		8.0
PM0_Tissue_LM1_A--PM0_D11	ZNF791		8.0
PM0_Tissue_LM1_A--PM0_D11	RPL10P16		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010422.3		8.0
PM0_Tissue_LM1_A--PM0_D11	MAN2B1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010422.5		8.0
PM0_Tissue_LM1_A--PM0_D11	WDR83		8.0
PM0_Tissue_LM1_A--PM0_D11	WDR83OS		8.0
PM0_Tissue_LM1_A--PM0_D11	DHPS		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010422.2		8.0
PM0_Tissue_LM1_A--PM0_D11	GNG14		8.0
PM0_Tissue_LM1_A--PM0_D11	FBXW9		8.0
PM0_Tissue_LM1_A--PM0_D11	AC018761.4		8.0
PM0_Tissue_LM1_A--PM0_D11	TNPO2		8.0
PM0_Tissue_LM1_A--PM0_D11	SNORD41		8.0
PM0_Tissue_LM1_A--PM0_D11	AC018761.1		8.0
PM0_Tissue_LM1_A--PM0_D11	TRIR		8.0
PM0_Tissue_LM1_A--PM0_D11	ASNA1		8.0
PM0_Tissue_LM1_A--PM0_D11	BEST2		8.0
PM0_Tissue_LM1_A--PM0_D11	AC018761.3		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR5684		4.0
PM0_Tissue_LM1_A--PM0_D11	JUNB		4.0
PM0_Tissue_LM1_A--PM0_D11	PRDX2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC018761.2		4.0
PM0_Tissue_LM1_A--PM0_D11	THSD8		4.0
PM0_Tissue_LM1_A--PM0_D11	RNASEH2A		4.0
PM0_Tissue_LM1_A--PM0_D11	RTBDN		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020934.1		4.0
PM0_Tissue_LM1_A--PM0_D11	MAST1		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR6794		4.0
PM0_Tissue_LM1_A--PM0_D11	DNASE2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020934.2		4.0
PM0_Tissue_LM1_A--PM0_D11	KLF1		4.0
PM0_Tissue_LM1_A--PM0_D11	GCDH		4.0
PM0_Tissue_LM1_A--PM0_D11	RPS6P25		4.0
PM0_Tissue_LM1_A--PM0_D11	SYCE2		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR5695		4.0
PM0_Tissue_LM1_A--PM0_D11	FARSA		4.0
PM0_Tissue_LM1_A--PM0_D11	FARSA-AS1		4.0
PM0_Tissue_LM1_A--PM0_D11	CALR		4.0
PM0_Tissue_LM1_A--PM0_D11	MIR6515		4.0
PM0_Tissue_LM1_A--PM0_D11	AC092069.1		4.0
PM0_Tissue_LM1_A--PM0_D11	RAD23A		4.0
PM0_Tissue_LM1_A--PM0_D11	GADD45GIP1		4.0
PM0_Tissue_LM1_A--PM0_D11	DAND5		4.0
PM0_Tissue_LM1_A--PM0_D11	NFIX		4.0
PM0_Tissue_LM1_A--PM0_D11	AC138474.1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC007787.1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC007787.2		4.0
PM0_Tissue_LM1_A--PM0_D11	LYL1		4.0
PM0_Tissue_LM1_A--PM0_D11	TRMT1		4.0
PM0_Tissue_LM1_A--PM0_D11	NACC1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC005546.1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC011446.1		4.0
PM0_Tissue_LM1_A--PM0_D11	STX10		4.0
PM0_Tissue_LM1_A--PM0_D11	IER2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC011446.2		4.0
PM0_Tissue_LM1_A--PM0_D11	RPL12P42		4.0
PM0_Tissue_LM1_A--PM0_D11	CACNA1A		4.0
PM0_Tissue_LM1_A--PM0_D11	CCDC130		4.0
PM0_Tissue_LM1_A--PM0_D11	MRI1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008686.1		4.0
PM0_Tissue_LM1_A--PM0_D11	C19orf53		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020916.2		5.0
PM0_Tissue_LM1_A--PM0_D11	RN7SL619P		5.0
PM0_Tissue_LM1_A--PM0_D11	AC020916.1		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR24-2		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR27A		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR23A		5.0
PM0_Tissue_LM1_A--PM0_D11	NANOS3		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR181C		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR181D		5.0
PM0_Tissue_LM1_A--PM0_D11	C19orf57		5.0
PM0_Tissue_LM1_A--PM0_D11	CC2D1A		5.0
PM0_Tissue_LM1_A--PM0_D11	PODNL1		5.0
PM0_Tissue_LM1_A--PM0_D11	DCAF15		5.0
PM0_Tissue_LM1_A--PM0_D11	RFX1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC022098.4		5.0
PM0_Tissue_LM1_A--PM0_D11	RLN3		5.0
PM0_Tissue_LM1_A--PM0_D11	AC022098.2		5.0
PM0_Tissue_LM1_A--PM0_D11	IL27RA		5.0
PM0_Tissue_LM1_A--PM0_D11	PALM3		5.0
PM0_Tissue_LM1_A--PM0_D11	EEF1DP1		5.0
PM0_Tissue_LM1_A--PM0_D11	MISP3		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR1199		5.0
PM0_Tissue_LM1_A--PM0_D11	C19orf67		5.0
PM0_Tissue_LM1_A--PM0_D11	SAMD1		5.0
PM0_Tissue_LM1_A--PM0_D11	PRKACA		5.0
PM0_Tissue_LM1_A--PM0_D11	AC022098.3		5.0
PM0_Tissue_LM1_A--PM0_D11	ASF1B		5.0
PM0_Tissue_LM1_A--PM0_D11	RN7SL231P		8.0
PM0_Tissue_LM1_A--PM0_D11	AC011509.2		8.0
PM0_Tissue_LM1_A--PM0_D11	AC011509.1		8.0
PM0_Tissue_LM1_A--PM0_D11	LINC01842		5.0
PM0_Tissue_LM1_A--PM0_D11	ADGRE5		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008569.1		5.0
PM0_Tissue_LM1_A--PM0_D11	DDX39A		5.0
PM0_Tissue_LM1_A--PM0_D11	PKN1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC008569.2		5.0
PM0_Tissue_LM1_A--PM0_D11	PTGER1		5.0
PM0_Tissue_LM1_A--PM0_D11	GIPC1		5.0
PM0_Tissue_LM1_A--PM0_D11	SNRPGP15		5.0
PM0_Tissue_LM1_A--PM0_D11	DNAJB1		5.0
PM0_Tissue_LM1_A--PM0_D11	TECR		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR639		5.0
PM0_Tissue_LM1_A--PM0_D11	NDUFB7		5.0
PM0_Tissue_LM1_A--PM0_D11	RN7SL337P		5.0
PM0_Tissue_LM1_A--PM0_D11	RN7SL842P		5.0
PM0_Tissue_LM1_A--PM0_D11	ADGRE3		7.0
PM0_Tissue_LM1_A--PM0_D11	AC022149.1		7.0
PM0_Tissue_LM1_A--PM0_D11	AC022149.2		7.0
PM0_Tissue_LM1_A--PM0_D11	ZNF333		7.0
PM0_Tissue_LM1_A--PM0_D11	OR7C1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC005255.1		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7A5		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7A10		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7A8P		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7A2P		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7A17		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7A18P		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7A1P		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7A3P		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7A11P		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7A15P		8.0
PM0_Tissue_LM1_A--PM0_D11	OR7C2		8.0
PM0_Tissue_LM1_A--PM0_D11	SLC1A6		8.0
PM0_Tissue_LM1_A--PM0_D11	CCDC105		8.0
PM0_Tissue_LM1_A--PM0_D11	CASP14		8.0
PM0_Tissue_LM1_A--PM0_D11	OR1I1		8.0
PM0_Tissue_LM1_A--PM0_D11	ILVBL		5.0
PM0_Tissue_LM1_A--PM0_D11	AC003956.1		5.0
PM0_Tissue_LM1_A--PM0_D11	OR10B1P		5.0
PM0_Tissue_LM1_A--PM0_D11	RNU6-782P		5.0
PM0_Tissue_LM1_A--PM0_D11	NOTCH3		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR6795		5.0
PM0_Tissue_LM1_A--PM0_D11	AC004257.1		5.0
PM0_Tissue_LM1_A--PM0_D11	EPHX3		5.0
PM0_Tissue_LM1_A--PM0_D11	BRD4		5.0
PM0_Tissue_LM1_A--PM0_D11	AC005776.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AC005776.2		5.0
PM0_Tissue_LM1_A--PM0_D11	AKAP8		5.0
PM0_Tissue_LM1_A--PM0_D11	AC005785.1		5.0
PM0_Tissue_LM1_A--PM0_D11	AKAP8L		5.0
PM0_Tissue_LM1_A--PM0_D11	AC005785.2		5.0
PM0_Tissue_LM1_A--PM0_D11	AC006128.1		5.0
PM0_Tissue_LM1_A--PM0_D11	WIZ		5.0
PM0_Tissue_LM1_A--PM0_D11	MIR1470		5.0
PM0_Tissue_LM1_A--PM0_D11	RASAL3		5.0
PM0_Tissue_LM1_A--PM0_D11	PGLYRP2		5.0
PM0_Tissue_LM1_A--PM0_D11	CYP4F22		5.0
PM0_Tissue_LM1_A--PM0_D11	AC011492.1		5.0
PM0_Tissue_LM1_A--PM0_D11	CYP4F23P		5.0
PM0_Tissue_LM1_A--PM0_D11	AD000091.1		5.0
PM0_Tissue_LM1_A--PM0_D11	RPL23AP2		5.0
PM0_Tissue_LM1_A--PM0_D11	AC093072.1		5.0
PM0_Tissue_LM1_A--PM0_D11	CYP4F8		5.0
PM0_Tissue_LM1_A--PM0_D11	CYP4F3		5.0
PM0_Tissue_LM1_A--PM0_D11	CYP4F10P		5.0
PM0_Tissue_LM1_A--PM0_D11	CYP4F12		5.0
PM0_Tissue_LM1_A--PM0_D11	OR10H2		5.0
PM0_Tissue_LM1_A--PM0_D11	OR10H3		5.0
PM0_Tissue_LM1_A--PM0_D11	CYP4F24P		5.0
PM0_Tissue_LM1_A--PM0_D11	AC004597.1		5.0
PM0_Tissue_LM1_A--PM0_D11	OR10H1		8.0
PM0_Tissue_LM1_A--PM0_D11	ZNF861P		8.0
PM0_Tissue_LM1_A--PM0_D11	LINC01764		8.0
PM0_Tissue_LM1_A--PM0_D11	UCA1		8.0
PM0_Tissue_LM1_A--PM0_D11	RF02202		8.0
PM0_Tissue_LM1_A--PM0_D11	LINC01835		8.0
PM0_Tissue_LM1_A--PM0_D11	CYP4F36P		8.0
PM0_Tissue_LM1_A--PM0_D11	CYP4F2		8.0
PM0_Tissue_LM1_A--PM0_D11	AC005336.2		8.0
PM0_Tissue_LM1_A--PM0_D11	AC005336.3		8.0
PM0_Tissue_LM1_A--PM0_D11	AC005336.1		8.0
PM0_Tissue_LM1_A--PM0_D11	OR10H4		8.0
PM0_Tissue_LM1_A--PM0_D11	CYP4F9P		8.0
PM0_Tissue_LM1_A--PM0_D11	LINC00661		8.0
PM0_Tissue_LM1_A--PM0_D11	AC004790.2		8.0
PM0_Tissue_LM1_A--PM0_D11	LINC00905		8.0
PM0_Tissue_LM1_A--PM0_D11	SNX33P1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC004790.1		8.0
PM0_Tissue_LM1_A--PM0_D11	OR1AB1P		8.0
PM0_Tissue_LM1_A--PM0_D11	LINC01855		8.0
PM0_Tissue_LM1_A--PM0_D11	TPM4		8.0
PM0_Tissue_LM1_A--PM0_D11	AC008894.3		8.0
PM0_Tissue_LM1_A--PM0_D11	AC008894.1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC008894.2		4.0
PM0_Tissue_LM1_A--PM0_D11	HSH2D		4.0
PM0_Tissue_LM1_A--PM0_D11	CIB3		4.0
PM0_Tissue_LM1_A--PM0_D11	FAM32A		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020911.1		4.0
PM0_Tissue_LM1_A--PM0_D11	AP1M1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020911.2		4.0
PM0_Tissue_LM1_A--PM0_D11	KLF2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020917.3		7.0
PM0_Tissue_LM1_A--PM0_D11	AC020917.4		7.0
PM0_Tissue_LM1_A--PM0_D11	AC020917.1		7.0
PM0_Tissue_LM1_A--PM0_D11	AC020917.2		4.0
PM0_Tissue_LM1_A--PM0_D11	CALR3		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008764.1		4.0
PM0_Tissue_LM1_A--PM0_D11	C19orf44		4.0
PM0_Tissue_LM1_A--PM0_D11	CHERP		4.0
PM0_Tissue_LM1_A--PM0_D11	RN7SL146P		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008764.6		4.0
PM0_Tissue_LM1_A--PM0_D11	SLC35E1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008764.3		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008764.5		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008764.8		4.0
PM0_Tissue_LM1_A--PM0_D11	MED26		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008764.4		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008764.7		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008764.9		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008764.10		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008764.2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC024075.3		4.0
PM0_Tissue_LM1_A--PM0_D11	SMIM7		4.0
PM0_Tissue_LM1_A--PM0_D11	AC024075.2		4.0
PM0_Tissue_LM1_A--PM0_D11	AC024075.1		4.0
PM0_Tissue_LM1_A--PM0_D11	TMEM38A		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008737.2		4.0
PM0_Tissue_LM1_A--PM0_D11	NWD1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008737.3		4.0
PM0_Tissue_LM1_A--PM0_D11	SIN3B		4.0
PM0_Tissue_LM1_A--PM0_D11	AC008737.1		4.0
PM0_Tissue_LM1_A--PM0_D11	F2RL3		4.0
PM0_Tissue_LM1_A--PM0_D11	CPAMD8		4.0
PM0_Tissue_LM1_A--PM0_D11	RN7SL835P		4.0
PM0_Tissue_LM1_A--PM0_D11	RN7SL823P		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020908.2		4.0
PM0_Tissue_LM1_A--PM0_D11	HAUS8		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020908.1		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020908.3		4.0
PM0_Tissue_LM1_A--PM0_D11	AC020913.1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC020913.3		8.0
PM0_Tissue_LM1_A--PM0_D11	AC020913.2		8.0
PM0_Tissue_LM1_A--PM0_D11	USE1		8.0
PM0_Tissue_LM1_A--PM0_D11	OCEL1		8.0
PM0_Tissue_LM1_A--PM0_D11	NR2F6		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010646.1		8.0
PM0_Tissue_LM1_A--PM0_D11	USHBP1		8.0
PM0_Tissue_LM1_A--PM0_D11	BABAM1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010463.1		8.0
PM0_Tissue_LM1_A--PM0_D11	ANKLE1		8.0
PM0_Tissue_LM1_A--PM0_D11	ABHD8		8.0
PM0_Tissue_LM1_A--PM0_D11	MRPL34		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010463.3		8.0
PM0_Tissue_LM1_A--PM0_D11	DDA1		8.0
PM0_Tissue_LM1_A--PM0_D11	ANO8		8.0
PM0_Tissue_LM1_A--PM0_D11	GTPBP3		8.0
PM0_Tissue_LM1_A--PM0_D11	PLVAP		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010463.2		8.0
PM0_Tissue_LM1_A--PM0_D11	CCDC194		8.0
PM0_Tissue_LM1_A--PM0_D11	BST2		8.0
PM0_Tissue_LM1_A--PM0_D11	BISPR		8.0
PM0_Tissue_LM1_A--PM0_D11	MVB12A		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010319.4		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010319.1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010319.3		8.0
PM0_Tissue_LM1_A--PM0_D11	TMEM221		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010319.2		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010319.5		8.0
PM0_Tissue_LM1_A--PM0_D11	NXNL1		8.0
PM0_Tissue_LM1_A--PM0_D11	SLC27A1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010618.3		8.0
PM0_Tissue_LM1_A--PM0_D11	PGLS		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010618.2		8.0
PM0_Tissue_LM1_A--PM0_D11	FAM129C		8.0
PM0_Tissue_LM1_A--PM0_D11	COLGALT1		8.0
PM0_Tissue_LM1_A--PM0_D11	AC010618.1		8.0
PM0_Tissue_LM1_A--PM0_D11	UNC13A		8.0
PM0_Tissue_LM1_A--PM0_D11	AC008761.2		8.0
PM0_Tissue_LM1_A--PM0_D11	AC008761.3		8.0
PM0_Tissue_LM1_A--PM0_D11	MAP1S		8.0
PM0_Tissue_LM1_A--PM0_D11	AC008761.1		8.0
PM0_Tissue_LM1_A--PM0_D11	FCHO1		8.0
PM0_Tissue_LM1_A--PM0_D11	B3GNT3		8.0
PM0_Tissue_LM1_A--PM0_D11	INSL3		8.0
PM0_Tissue_LM1_A--PM0_D11	JAK3		8.0
PM0_Tissue_LM1_A--PM0_D11	RPL18A		8.0
PM0_Tissue_LM1_A--PM0_D11	SNORA68		8.0
PM0_Tissue_LM1_A--PM0_D11	AC005796.1		8.0
PM0_Tissue_LM1_A--PM0_D11	SLC5A5		8.0
PM0_Tissue_LM1_A--PM0_D11	CCDC124		8.0
PM0_Tissue_LM1_A--PM0_D11	RNA5SP468		8.0
PM0_Tissue_LM1_A--PM0_D11	ARRDC2		11.0
